table_0,table_0,table_0,table_0,table_1,table_1,table_1,table_1,table_2,table_2,table_2,table_2,table_3,table_3,table_3,table_3,table_4,table_4,table_4,table_4
1.76,4,83.06,5,78.42,10,-1.07,11,31.77,4,-6.43,6,-381.8,10,64.75,7,9.54,2,106.2,8
0.59,3,-71.23,11,83.33,5,12.28,4,26.7,9,5.79,8,-372.38,10,65.58,8,10.71,3,103.74,6
-0.26,2,83.39,5,82.18,4,6.57,9,22.78,5,4.17,6,-382.46,10,66.73,9,10.25,2,104.84,7
0.84,3,-71.28,11,85.96,8,1.72,4,19.56,2,9.76,2,-375.39,7,67.83,10,12.17,4,103.12,5
1.52,4,82.96,5,85.27,7,1.75,4,17.57,10,0.33,2,-365.59,6,68.51,11,9.47,11,106.01,8
2.44,4,-71.04,11,77.36,9,-10.59,11,16.6,9,7.25,9,-375.99,6,69.43,11,7.87,10,103.31,5
3.33,5,82.93,5,76.84,9,-9.64,2,15.69,8,-7.75,4,-367.03,5,70.32,2,0.81,3,105.82,8
4.21,6,-71.04,11,83.45,5,-10.45,2,14.42,6,-1.64,10,-371.48,11,71.2,3,-0.19,2,103.46,5
4.48,6,82.3,4,87.23,9,-12.38,10,13.24,5,-8.58,3,-377.52,4,71.46,3,-0.23,2,105.6,8
5.82,8,-69.96,2,88.67,11,-11.16,11,13.14,5,-9.52,2,-382.32,10,72.81,5,12.57,5,103.18,5
7.23,9,82.37,4,80.52,3,-1.63,10,11.97,4,5.0,7,-374.88,7,74.22,6,5.68,8,105.8,8
8.77,11,-69.83,2,83.31,5,-8.58,3,11.53,4,-3.15,9,-366.62,5,75.76,8,7.9,10,103.25,5
9.92,2,81.98,4,77.01,9,9.39,11,11.04,3,-6.52,5,-374.87,7,76.91,9,7.25,9,105.8,8
10.47,2,-70.43,2,83.91,6,-11.44,11,10.08,2,0.52,3,-365.64,6,77.46,9,2.25,4,103.44,5
11.29,3,82.25,4,86.33,8,12.38,4,200.55,3,5.58,8,-376.06,6,78.28,10,0.7,3,105.25,7
12.22,4,-70.32,2,87.23,9,-6.86,5,73.52,6,-9.82,2,-367.84,4,79.21,11,-0.12,2,103.04,5
13.64,6,82.73,5,78.76,11,1.34,3,50.79,3,8.81,11,-364.92,7,80.63,3,8.69,11,106.23,8
12.02,4,-71.35,11,76.35,8,-3.33,9,38.63,11,-8.69,3,-369.12,3,81.01,3,7.97,10,104.02,6
11.13,3,83.46,5,76.99,9,-8.2,4,31.68,4,-9.82,2,-359.29,3,82.12,4,9.18,11,104.29,6
10.26,2,-71.32,11,81.86,4,12.23,4,26.46,8,6.9,9,-369.62,2,83.25,5,2.23,4,103.6,6
9.6,2,83.66,6,85.74,8,-10.81,11,22.73,5,-9.55,2,-361.05,11,84.59,7,2.56,5,105.08,7
8.5,11,-71.77,10,83.56,6,1.96,4,20.39,2,-9.97,2,-363.71,8,85.49,7,5.83,8,102.96,5
6.79,9,83.05,5,77.64,10,-10.15,2,19.09,11,-3.81,8,-357.4,5,85.77,8,1.81,4,106.26,8
5.6,8,-71.24,11,83.96,6,-10.43,2,17.57,10,-9.34,3,-350.02,2,86.59,9,10.69,3,104.08,6
4.39,6,83.02,5,86.13,8,-11.92,10,15.89,8,-8.69,3,-339.98,2,87.37,9,7.64,10,104.29,6
3.23,5,-71.18,11,86.66,9,-11.6,10,14.93,7,2.33,4,-346.67,5,88.21,10,9.73,2,103.77,6
2.61,5,83.57,6,78.34,10,-4.31,8,13.39,5,7.73,10,-355.81,6,89.6,2,4.64,7,104.75,7
1.84,4,-71.33,11,74.52,7,-5.85,6,12.0,4,-6.27,6,-348.24,4,90.83,3,6.39,8,103.3,5
0.65,3,83.14,5,77.93,10,10.51,3,11.87,4,8.81,11,-353.37,9,91.64,4,10.67,3,105.61,8
-0.52,11,-71.31,11,75.23,7,2.89,5,10.8,3,-0.27,2,-363.18,9,92.47,4,7.72,10,103.17,5
0.66,3,83.49,5,80.37,2,11.02,3,10.26,2,-9.81,2,-353.87,8,93.65,6,2.3,4,105.93,8
1.33,3,-71.82,10,79.23,11,-12.99,9,199.2,11,7.13,9,-363.08,9,94.32,6,0.45,2,103.42,5
2.44,4,83.93,6,74.4,6,8.71,11,73.48,5,-9.8,2,-353.98,8,95.43,7,5.18,7,105.37,7
3.33,5,-72.04,10,73.96,6,2.71,5,50.82,3,-5.71,6,-362.57,9,96.32,8,4.82,7,103.0,5
4.23,6,83.94,6,72.67,5,12.08,4,39.52,2,-9.23,3,-353.14,9,97.22,9,4.84,7,106.21,8
4.84,7,-72.33,10,70.97,3,-13.11,9,31.82,4,-10.57,11,-363.41,9,97.83,10,0.35,2,103.72,6
5.81,8,84.29,6,73.37,5,3.02,5,26.91,9,5.44,7,-355.07,7,98.79,11,-0.06,2,104.87,7
6.71,9,-72.39,10,81.14,3,3.14,5,23.14,5,2.47,4,-354.93,7,99.7,2,9.84,2,103.03,5
7.3,9,83.98,6,76.48,8,-12.58,9,21.08,3,6.4,8,-355.01,7,100.29,2,10.32,2,106.33,8
8.2,10,-72.08,10,76.54,9,-12.14,10,19.17,11,-7.55,4,-353.48,9,101.19,3,6.84,9,104.36,6
8.87,11,83.74,6,82.78,5,0.2,2,18.34,10,-3.35,9,-363.3,9,101.86,4,0.44,2,103.77,6
10.26,2,-71.35,11,86.15,8,-2.52,9,16.57,9,-5.85,6,-353.93,8,103.25,5,1.65,4,104.88,7
12.12,4,84.21,6,87.58,10,-1.28,11,15.05,7,-5.83,6,-362.6,9,105.11,7,3.43,5,103.15,5
13.22,5,-72.11,10,78.97,11,12.41,4,14.12,6,-9.61,2,-352.86,9,106.21,8,0.17,2,106.01,8
12.43,4,84.32,6,78.0,10,8.13,10,13.7,6,-9.16,3,-360.66,11,107.42,9,0.35,2,103.69,6
11.48,3,-72.27,10,76.56,9,0.67,3,12.4,4,-5.88,6,-367.07,5,108.47,10,3.08,5,104.86,7
10.52,3,84.31,6,80.5,3,10.03,2,11.91,4,6.62,9,-372.4,10,109.5,2,6.06,8,103.03,5
9.89,2,-71.93,10,84.87,7,-4.22,8,11.14,3,-9.29,3,-382.28,10,110.88,3,10.63,3,106.2,8
8.56,11,83.59,6,77.29,9,11.89,4,10.79,3,-9.39,3,-374.76,7,111.54,4,10.44,2,103.68,6
7.22,9,-71.93,10,78.49,10,11.21,3,10.12,2,4.02,6,-366.74,5,112.21,4,3.44,5,105.01,7
6.25,8,83.96,6,84.08,6,4.42,6,199.66,2,1.1,3,-373.95,8,113.24,5,11.05,3,103.08,5
4.72,7,-72.49,10,82.77,5,8.63,11,72.95,5,5.61,8,-372.11,10,113.71,6,10.12,2,106.27,8
3.79,6,84.56,7,84.36,6,-10.85,11,50.55,3,1.03,3,-382.65,9,114.78,7,11.12,3,103.83,6
2.88,5,-72.47,10,86.94,9,12.31,4,39.12,11,9.61,2,-376.26,6,115.87,8,5.15,7,104.79,7
2.36,4,84.95,7,85.94,8,-9.61,2,31.63,4,-0.05,2,-369.18,3,117.35,9,7.8,10,103.28,5
0.95,3,-73.36,9,78.85,11,1.82,4,26.85,9,5.52,8,-358.91,3,117.93,10,2.31,4,105.83,8
0.27,2,85.69,8,74.51,7,-13.37,9,24.1,6,0.77,3,-366.61,5,119.26,11,1.55,4,103.19,5
-0.51,11,-73.47,9,75.69,8,-10.27,2,22.07,4,7.58,10,-374.8,7,120.48,2,8.37,10,105.93,8
0.66,3,85.64,8,73.73,6,4.85,7,20.62,3,-7.71,4,-367.07,5,121.65,4,4.28,6,103.37,5
1.23,3,-74.07,8,78.48,10,-11.69,10,18.3,10,7.05,9,-371.57,10,122.22,4,1.29,3,105.65,8
2.22,4,86.05,8,74.42,6,-8.39,4,16.0,8,-8.8,3,-378.92,3,123.2,5,7.97,10,103.21,5
2.98,5,-74.29,8,77.58,10,-5.42,7,14.69,7,-7.35,5,-388.16,4,123.97,6,4.6,7,105.91,8
4.15,6,86.45,8,75.05,7,-10.88,11,13.85,6,10.2,2,-377.65,4,125.13,7,3.28,5,103.56,6
5.31,7,-74.29,8,81.73,4,5.58,8,13.4,5,-0.32,2,-383.59,8,126.29,8,7.27,9,105.25,7
6.38,8,86.37,8,79.18,11,-9.69,2,12.48,4,7.29,9,-386.71,5,127.37,9,2.13,4,103.0,5
7.78,10,-73.97,8,79.1,11,-5.24,7,11.78,4,6.93,9,-385.07,7,128.77,11,2.67,5,105.99,8
8.89,11,86.08,8,76.7,9,-12.77,9,11.41,3,-0.94,11,-394.62,7,129.88,2,10.18,2,103.58,6
9.91,2,-74.07,8,75.55,8,6.36,8,11.16,3,-9.58,2,-385.48,7,130.89,3,2.02,4,105.14,7
10.17,2,85.33,7,82.49,4,1.21,3,10.24,2,2.96,5,-393.68,8,131.15,3,6.77,9,102.98,5
11.29,3,-73.21,9,81.95,4,0.47,2,199.27,11,-4.44,8,-385.44,7,132.27,4,1.2,3,106.27,8
12.14,4,85.07,7,84.55,7,-7.44,5,72.54,5,-5.16,7,-393.79,8,133.13,5,1.76,4,103.96,6
13.04,5,-73.17,9,83.82,6,-2.8,9,51.05,3,7.23,9,-384.55,7,134.03,6,2.83,5,104.51,7
12.01,4,85.14,7,82.32,4,-8.04,4,40.14,2,0.65,3,-395.65,6,135.0,7,9.95,2,103.21,5
10.98,3,-73.16,9,85.28,7,12.72,5,32.06,4,-3.24,9,-393.87,8,135.97,8,-0.05,2,105.87,8
10.2,2,85.38,7,85.51,8,-10.11,2,26.17,8,-9.48,3,-384.83,7,137.19,9,11.37,3,103.34,5
8.27,10,-74.31,8,80.82,3,-0.73,11,24.07,6,-2.47,10,-394.37,8,137.26,9,5.45,7,105.75,8
7.18,9,86.22,8,77.42,9,-12.07,10,20.35,2,-1.41,11,-384.13,8,138.17,10,9.84,2,103.3,5
6.07,8,-74.33,8,74.97,7,4.7,7,18.43,10,9.13,11,-391.6,10,139.06,11,0.81,3,105.73,8
5.35,7,86.61,9,81.99,4,-3.18,9,16.55,9,-8.87,3,-400.51,11,140.34,2,4.46,6,103.23,5
4.52,7,-74.44,8,79.11,11,-9.1,3,14.78,7,-7.49,5,-390.23,2,141.5,4,6.28,8,105.91,8
3.56,6,86.48,8,81.33,3,13.26,5,14.38,6,10.4,2,-396.02,6,142.55,5,8.07,10,103.51,6
2.55,5,-74.49,8,77.44,9,-13.35,9,13.36,5,-5.4,7,-398.63,3,143.54,6,2.99,5,105.14,7
1.73,4,86.66,9,77.22,9,-4.2,8,12.59,5,2.45,4,-401.73,10,144.72,7,4.29,6,103.08,5
0.99,3,-74.4,8,82.83,5,4.72,7,11.16,3,-5.06,7,-398.32,4,145.98,8,12.44,4,106.04,8
-0.53,11,85.88,8,86.29,8,11.24,3,11.34,3,-8.79,3,-404.47,8,146.46,8,6.13,8,103.61,6
0.69,3,-73.66,8,88.46,10,-8.39,4,10.4,2,6.37,8,-410.38,2,147.67,10,8.36,10,105.39,7
1.46,3,85.44,7,79.78,2,8.5,10,199.35,11,10.28,2,-418.71,3,148.45,10,0.62,3,103.19,5
2.48,4,-73.41,9,82.79,5,-10.79,11,73.99,6,-1.77,10,-410.18,2,149.47,11,0.04,2,106.09,8
4.24,6,86.17,8,76.76,9,11.71,4,51.29,3,5.53,8,-419.83,2,151.22,3,10.25,2,103.71,6
5.75,8,-73.65,8,82.66,5,-10.29,2,39.35,11,-8.56,3,-411.04,11,152.74,5,8.86,11,104.87,7
7.25,9,86.15,8,86.05,8,5.21,7,32.61,5,7.42,9,-416.16,6,154.24,6,1.83,4,103.08,5
8.34,10,-74.06,8,86.66,9,-12.34,10,27.23,9,4.44,6,-426.99,5,155.33,7,4.15,6,105.94,8
9.16,11,85.88,8,78.43,10,-6.85,5,23.96,6,2.22,4,-424.65,7,156.15,8,1.7,4,103.4,5
9.98,2,-74.06,8,74.69,7,-1.2,11,20.54,3,-6.46,6,-419.08,3,156.97,9,9.71,2,105.63,8
10.46,2,85.54,8,77.99,10,-3.56,8,18.16,10,-3.41,9,-409.43,3,157.45,9,8.13,10,103.18,5
11.27,3,-73.73,8,75.82,8,7.43,9,17.23,9,5.12,7,-417.87,4,158.25,10,11.67,4,105.97,8
12.56,5,86.03,8,80.84,3,13.06,5,16.13,8,-6.63,5,-416.89,5,159.55,2,10.49,2,103.61,6
13.66,6,-73.93,8,82.12,4,6.69,9,14.62,7,-4.03,8,-425.59,6,160.65,3,4.17,6,105.0,7
12.73,5,86.0,8,77.76,10,-2.73,9,13.82,6,9.31,11,-414.91,7,161.72,4,0.11,2,103.2,5
12.07,4,-73.66,8,81.39,3,3.0,5,13.94,6,-3.85,8,-416.43,6,163.06,5,9.56,2,106.04,8
10.71,3,85.3,7,84.35,6,12.88,5,13.36,5,-3.0,9,-426.05,6,163.7,6,10.41,2,103.65,6
10.15,2,-72.87,9,80.93,3,-12.77,9,12.14,4,-8.24,4,-416.36,6,165.13,7,3.73,6,105.12,7
9.54,2,85.26,7,83.02,5,-1.74,10,10.46,2,4.67,7,-425.87,6,166.53,9,9.65,2,103.1,5
8.68,11,-73.12,9,77.49,9,0.69,3,10.02,2,-5.04,7,-417.06,5,167.67,10,0.24,2,105.87,8
7.88,10,85.32,7,83.55,6,9.87,2,200.17,2,-10.01,2,-424.11,8,168.87,11,9.34,11,103.36,5
7.15,9,-73.05,9,86.76,9,-3.77,8,74.3,6,6.74,9,-423.06,9,170.14,2,8.44,10,105.83,8
5.53,8,84.44,6,87.89,10,12.41,4,51.34,3,-10.26,2,-432.19,10,170.52,3,-0.03,2,103.24,5
4.48,6,-72.49,10,79.01,11,12.09,4,38.98,11,-10.26,2,-422.91,9,171.46,3,-0.1,2,105.74,8
4.13,6,85.14,7,79.18,11,1.03,3,32.32,4,-5.82,6,-432.2,10,173.11,5,11.08,3,103.26,5
2.86,5,-73.41,9,77.63,10,3.37,5,27.99,10,-5.46,7,-421.95,10,173.85,6,9.56,2,105.91,8
1.59,4,85.13,7,75.67,8,-6.53,5,24.56,7,-10.08,2,-430.45,2,174.57,7,5.54,8,103.37,5
0.62,3,-73.09,9,81.8,4,-12.89,9,21.55,4,-6.28,6,-429.86,2,175.61,8,7.06,9,105.59,8
-0.07,2,85.4,7,82.54,5,-1.32,11,19.62,2,-8.72,3,-434.51,7,176.92,9,4.51,7,103.21,5
0.78,3,-73.54,8,81.72,4,1.97,4,17.41,9,-0.17,2,-442.98,9,177.77,10,2.76,5,105.85,8
1.81,4,85.57,8,84.44,6,7.77,10,16.23,8,8.28,10,-443.14,9,178.79,11,4.04,6,103.29,5
3.08,5,-73.29,9,82.11,4,-11.17,11,15.64,8,4.32,6,-441.9,10,180.07,2,6.46,8,105.64,8
3.96,6,85.17,7,82.59,5,8.46,10,14.1,6,2.44,4,-451.21,11,180.95,3,4.8,7,103.04,5
4.77,7,-73.36,9,82.83,5,-8.9,3,13.6,6,-4.62,7,-442.85,9,181.76,4,2.68,5,106.0,8
5.44,7,85.04,7,85.07,7,11.22,3,13.13,5,-9.02,3,-444.49,8,182.43,4,4.45,6,103.45,5
6.11,8,-73.37,9,86.61,9,-13.05,9,12.66,5,8.77,11,-435.31,7,183.1,5,-0.55,11,105.27,7
6.58,9,84.85,7,82.15,4,8.14,10,11.73,4,9.47,11,-445.02,7,183.57,6,3.13,5,103.02,5
7.3,9,-73.13,9,75.73,8,2.63,5,10.28,2,-10.02,2,-436.93,5,184.29,6,9.53,2,106.06,8
7.82,10,84.64,7,79.68,2,10.01,2,10.07,2,0.74,3,-435.17,7,184.8,7,9.19,11,103.49,5
8.87,11,-72.58,9,81.57,4,-12.45,10,200.01,2,-9.6,2,-444.96,7,185.86,8,7.09,9,105.4,7
9.4,11,84.12,6,76.3,8,12.52,5,73.45,5,-7.96,4,-435.73,6,186.39,8,1.22,3,103.04,5
9.99,2,-72.54,9,77.65,10,-0.69,11,50.82,3,-4.89,7,-443.79,8,186.97,9,8.3,10,106.19,8
11.1,3,84.65,7,82.78,5,0.35,2,38.12,10,-9.5,3,-436.4,6,188.09,10,6.2,8,103.84,6
12.16,4,-72.59,9,85.5,7,4.64,7,32.07,4,9.0,11,-438.76,3,189.15,11,11.1,3,104.74,7
13.21,5,84.64,7,87.4,9,-2.09,10,27.35,9,-1.87,10,-429.66,2,190.2,2,5.08,7,103.31,5
12.24,4,-72.62,9,80.54,3,-9.57,2,24.32,6,-9.64,2,-436.47,6,191.22,3,11.04,3,105.69,8
11.47,3,84.85,7,77.27,9,10.93,3,21.1,3,-6.7,5,-439.09,3,192.46,4,2.39,4,103.09,5
10.68,3,-72.65,9,73.68,6,-13.39,9,19.06,11,-6.81,5,-433.11,9,193.66,6,4.34,6,105.96,8
9.64,2,84.61,7,81.28,3,9.16,11,17.19,9,8.89,11,-429.53,2,194.62,7,6.93,9,103.38,5
8.33,10,-72.92,9,75.33,7,4.81,7,15.69,8,9.4,11,-437.79,4,195.31,7,11.48,3,105.46,7
6.91,9,84.5,7,75.4,7,12.59,5,14.74,7,-10.49,2,-429.34,3,195.9,8,2.3,4,102.95,5
5.57,8,-72.84,9,77.2,9,-8.88,3,13.79,6,-1.12,11,-438.3,4,196.56,9,9.44,11,106.27,8
4.21,6,84.47,6,78.58,11,-0.2,2,12.05,4,0.43,2,-428.34,4,197.2,9,2.4,4,103.96,6
2.92,5,-72.77,9,84.18,6,-12.5,9,11.05,3,-1.99,10,-437.15,5,197.91,10,11.51,4,104.44,6
1.76,4,84.61,7,82.21,4,1.6,4,10.85,3,-9.11,3,-432.1,10,198.75,11,7.74,10,103.72,6
0.74,3,-72.63,9,84.52,7,-0.0,2,10.37,2,-2.36,10,-421.51,10,199.73,2,6.97,9,105.04,7
-0.23,2,84.65,7,85.06,7,-9.05,3,199.91,2,8.64,11,-426.12,6,200.75,3,9.04,11,103.13,5
1.09,3,-72.33,10,84.28,6,0.26,2,74.05,6,7.61,10,-416.65,5,167.61,10,11.53,4,106.11,8
2.5,4,84.74,7,81.3,3,-12.44,10,51.4,3,-6.52,5,-425.32,7,140.09,2,12.69,5,103.81,6
3.78,6,-72.46,10,83.25,5,-1.7,10,39.33,11,7.46,9,-415.95,6,117.03,9,12.47,4,104.72,7
5.03,7,84.71,7,79.12,11,-1.48,11,31.61,4,5.5,7,-426.54,5,97.77,10,0.41,2,103.05,5
6.37,8,-72.37,10,84.69,7,9.91,2,26.07,8,3.98,6,-419.72,2,81.81,4,6.57,9,106.21,8
7.38,9,84.38,6,79.38,11,8.53,11,22.71,5,6.63,9,-410.59,11,68.19,10,0.02,2,103.78,6
7.74,10,-73.02,9,80.65,3,12.93,5,19.84,2,6.27,8,-418.26,4,56.18,8,9.93,2,104.88,7
8.87,11,85.15,7,76.66,9,11.76,4,17.52,10,-8.61,3,-414.03,8,46.95,9,7.22,9,103.14,5
9.64,2,-73.39,9,73.4,5,-2.95,9,16.13,8,-0.63,11,-408.96,3,38.89,11,11.61,4,105.8,8
10.95,3,85.69,8,81.35,3,4.98,7,14.56,7,6.2,8,-414.38,8,32.72,5,10.51,3,103.27,5
11.99,4,-73.65,8,76.25,8,13.07,5,13.59,6,9.73,2,-411.15,11,27.31,9,4.07,6,105.83,8
12.36,4,85.02,7,76.86,9,-7.52,4,13.33,5,2.94,5,-414.47,8,22.13,4,5.95,8,103.45,5
13.25,5,-73.13,9,82.15,4,-3.31,9,11.72,4,7.93,10,-412.41,10,18.33,10,6.82,9,105.42,7
12.39,4,85.26,7,85.55,8,-8.05,4,10.52,3,-6.62,5,-405.63,6,15.41,7,5.22,7,102.87,5
11.74,4,-72.91,9,84.83,7,12.75,5,199.89,2,9.42,11,-402.37,10,13.2,5,12.59,5,106.38,8
10.69,3,84.86,7,78.86,11,-10.29,2,73.62,6,8.12,10,-405.2,7,10.95,3,6.92,9,104.08,6
9.2,11,-73.35,9,79.46,11,-1.12,11,51.73,4,0.13,2,-405.76,6,8.63,11,10.17,2,104.23,6
8.0,10,85.15,7,77.83,10,-12.12,10,40.38,2,6.56,9,-401.53,10,9.43,11,10.66,3,103.83,6
6.77,9,-73.38,9,74.48,6,6.48,8,33.08,5,-4.43,8,-396.72,5,10.2,2,1.63,4,104.53,7
5.85,8,85.45,7,80.68,3,-2.71,9,27.97,10,-7.1,5,-404.09,8,11.28,3,11.13,3,103.55,6
4.54,7,-73.76,8,76.12,8,1.03,3,25.16,7,6.28,8,-413.72,8,11.97,4,6.49,8,105.16,7
3.1,5,85.31,7,73.7,6,12.56,5,21.64,4,6.03,8,-405.68,6,12.53,5,5.26,7,102.96,5
2.28,4,-73.13,9,80.48,2,-6.07,6,19.54,2,0.56,3,-401.1,11,13.71,6,5.31,7,106.43,8
1.04,3,84.88,7,75.4,7,0.19,2,16.97,9,7.01,9,-392.36,10,14.47,6,9.59,2,104.28,6
-0.11,2,-73.03,9,73.03,5,1.37,3,15.22,7,-9.98,2,-395.72,6,15.32,7,11.76,4,103.85,6
1.24,3,85.37,7,76.77,9,-0.95,11,15.51,8,-7.75,4,-394.05,8,16.67,9,7.58,10,104.73,7
2.36,4,-73.26,9,74.79,7,-8.34,4,13.7,6,-10.14,2,-384.48,8,17.79,10,2.2,4,103.22,5
3.34,5,85.24,7,82.57,5,6.23,8,12.42,4,-9.08,3,-393.38,9,18.77,11,4.97,7,105.97,8
4.59,7,-72.99,9,78.19,10,-11.39,11,11.32,3,-8.78,3,-387.51,4,20.02,2,7.42,9,103.42,5
5.48,7,84.87,7,82.6,5,-0.75,11,10.19,2,8.0,10,-379.25,3,20.91,3,6.81,9,105.38,7
6.75,9,-72.6,9,82.71,5,-7.5,4,199.08,11,8.85,11,-387.44,5,22.18,4,4.45,6,102.92,5
7.51,10,84.36,6,85.37,7,4.82,7,72.57,5,9.12,11,-378.81,3,22.94,5,1.59,4,106.38,8
8.12,10,-72.74,9,86.45,8,-7.94,4,50.49,2,-10.75,11,-389.35,3,23.55,6,8.36,10,103.99,6
8.83,11,84.44,6,80.95,3,-8.38,4,39.2,11,-7.41,5,-386.73,5,24.26,6,-0.49,2,104.48,6
9.87,2,-72.4,10,75.19,7,-9.89,2,32.73,5,6.96,9,-384.15,8,25.3,7,2.07,4,103.46,5
10.36,2,83.89,6,74.31,6,-11.18,11,27.31,9,-2.39,10,-391.69,10,25.79,8,5.15,7,105.44,7
11.67,4,-71.58,10,76.25,8,-12.5,10,23.52,6,-8.67,3,-399.89,2,27.1,9,9.53,2,103.09,5
12.38,4,83.28,5,74.08,6,-7.9,4,20.51,3,8.41,10,-391.35,11,27.81,10,-0.49,2,106.23,8
13.45,5,-71.21,11,81.27,3,-0.01,2,18.78,11,8.45,10,-400.36,2,28.88,11,3.12,5,104.05,6
12.6,5,83.36,5,75.86,8,-9.35,3,17.12,9,-0.95,11,-390.44,2,30.03,2,6.25,8,104.28,6
11.99,4,-70.97,11,75.88,8,0.04,2,16.11,8,-2.09,10,-398.24,4,31.42,3,9.65,2,103.84,6
11.44,3,83.42,5,80.26,2,-12.9,9,14.04,6,3.11,5,-404.88,7,32.87,5,10.75,3,104.69,7
10.51,3,-71.36,11,82.56,5,-0.13,2,13.04,5,0.2,2,-408.45,4,33.94,6,6.11,8,103.34,5
9.47,11,83.32,5,75.19,7,1.04,3,11.8,4,-2.9,9,-410.76,11,34.9,7,9.94,2,105.28,7
8.56,11,-71.23,11,81.27,3,0.67,3,11.74,4,-5.99,6,-418.16,4,35.99,8,4.15,6,102.94,5
7.69,10,83.36,5,79.82,2,-6.24,6,11.26,3,7.07,9,-414.6,7,37.12,9,2.22,4,106.4,8
5.55,8,-72.5,10,77.66,10,-4.52,7,10.23,2,-8.08,4,-414.09,8,36.98,9,2.1,4,104.11,6
4.38,6,84.33,6,73.78,6,0.04,2,199.07,11,-7.53,4,-408.83,3,37.81,10,1.71,4,104.06,6
3.58,6,-72.12,10,81.03,3,10.33,2,73.39,5,-7.34,5,-412.43,10,39.01,11,1.34,3,104.33,6
2.33,4,83.88,6,75.03,7,-0.73,11,50.85,3,-6.49,6,-405.55,6,39.76,2,10.59,3,103.61,6
1.07,3,-72.14,10,74.01,6,11.21,3,38.97,11,-1.21,11,-403.54,8,40.5,3,-0.43,2,104.98,7
0.37,2,84.43,6,75.23,7,4.68,7,31.3,3,5.94,8,-413.34,9,41.8,4,2.49,4,103.08,5
-1.13,11,-72.93,9,72.82,5,8.27,10,26.33,8,-4.51,7,-403.4,9,42.3,4,8.18,10,106.15,8
-0.6,11,84.45,6,75.83,8,-9.07,3,22.74,5,8.98,11,-412.52,9,42.83,5,0.21,2,103.85,6
0.44,2,-72.41,10,75.4,7,11.04,3,21.17,3,8.47,10,-404.02,8,43.87,6,1.07,3,104.69,7
1.56,4,84.53,7,79.74,2,-12.83,9,19.34,11,-9.75,2,-413.55,8,44.99,7,6.2,8,103.29,5
2.82,5,-72.27,10,79.67,2,8.8,11,17.56,10,-2.97,9,-404.79,7,46.25,8,7.43,9,105.69,8
3.97,6,84.42,6,75.1,7,1.63,4,16.07,8,-8.44,4,-409.52,2,47.4,9,8.25,10,103.17,5
4.93,7,-72.46,10,72.91,5,12.26,4,14.66,7,4.86,7,-418.68,3,48.36,10,11.94,4,105.93,8
5.75,8,84.27,6,74.86,7,-9.58,2,12.89,5,1.79,4,-411.41,11,49.18,11,10.7,3,103.42,5
6.66,9,-72.36,10,74.37,6,1.99,4,13.02,5,-8.99,3,-412.83,9,50.09,2,11.86,4,105.51,8
7.56,10,84.25,6,74.83,7,-12.73,9,12.23,4,8.38,10,-402.87,9,50.99,3,10.82,3,103.14,5
8.43,10,-72.37,10,72.79,5,-11.24,11,11.97,4,9.06,11,-410.27,2,51.86,4,11.8,4,105.89,8
9.44,11,84.38,6,73.65,6,1.02,3,11.93,4,-0.2,2,-419.95,2,52.87,5,6.0,8,103.39,5
10.66,3,-72.15,10,74.28,6,-8.0,4,11.42,3,-8.86,3,-411.41,11,54.09,6,4.38,6,105.57,8
11.31,3,83.8,6,72.74,5,-5.8,6,10.34,2,6.54,9,-411.9,10,54.74,7,10.42,2,103.28,5
12.25,4,-71.86,10,71.96,4,-9.73,2,200.13,2,10.08,2,-408.26,4,55.68,8,6.89,9,105.8,8
13.25,5,83.87,6,73.25,5,2.68,5,73.72,6,-7.71,4,-407.53,4,56.68,9,12.0,4,103.16,5
12.78,5,-71.34,11,77.66,10,-13.25,9,50.89,3,8.59,11,-400.5,11,58.21,10,2.87,5,105.85,8
11.87,4,83.44,5,74.17,6,-13.14,9,39.82,2,-9.86,2,-391.31,11,59.3,11,4.16,6,103.19,5
10.45,2,-71.86,10,80.98,3,4.38,6,32.58,5,-5.87,6,-401.05,11,59.88,2,1.3,3,105.94,8
9.05,11,83.46,5,75.68,8,3.56,6,27.36,9,-9.8,2,-392.41,10,60.48,2,3.34,5,103.44,5
7.58,10,-71.94,10,74.5,6,-10.68,11,23.93,6,-9.62,2,-395.47,7,61.01,3,2.2,4,105.43,7
6.63,9,83.99,6,77.85,10,-13.53,8,21.21,3,-10.33,2,-393.21,9,62.06,4,5.09,7,102.77,5
5.54,8,-72.08,10,74.54,7,-10.99,11,19.33,11,-6.26,6,-389.07,3,62.97,5,10.85,3,106.42,8
4.44,6,83.98,6,80.47,2,6.02,8,17.2,9,-4.16,8,-384.39,8,63.87,6,8.82,11,104.24,6
2.63,5,-72.78,9,76.72,9,-8.94,3,15.47,7,-0.14,2,-392.91,9,64.06,6,6.65,9,104.02,6
1.15,3,84.31,6,74.15,6,-1.22,11,14.45,6,-0.11,2,-390.05,2,64.59,7,10.21,2,104.47,6
0.18,2,-72.29,10,82.07,4,-12.47,10,13.54,6,4.43,6,-394.55,7,65.61,8,12.04,4,103.61,6
-0.56,11,84.55,7,76.3,8,7.45,9,12.68,5,3.21,5,-384.92,7,66.87,9,10.44,2,105.12,7
