special_table,special_table,special_table,special_table
-349.7,2,0.69,3
-342.13,10,11.8,4
-345.42,7,10.69,3
-344.06,8,1.45,3
-333.38,9,5.55,8
-336.56,5,3.7,6
-333.04,9,4.63,7
-332.66,9,7.86,10
-329.6,2,5.87,8
-332.39,10,2.34,4
-326.68,5,10.45,2
-325.86,6,9.29,11
-318.82,3,10.53,3
-308.55,3,9.22,11
-314.23,8,0.62,3
-315.72,6,8.21,10
-326.1,6,10.55,3
-320.0,2,12.79,5
-315.17,7,1.85,4
-322.83,9,-1.16,11
-328.82,3,11.36,3
-338.63,3,12.16,4
-333.16,9,1.3,3
-334.53,7,9.36,11
-345.22,7,2.95,5
-341.44,11,10.31,2
-349.89,2,7.67,10
-341.35,11,8.74,11
-350.51,11,9.67,2
-340.01,2,5.83,8
-346.95,5,7.26,9
-356.92,5,3.97,6
-347.26,5,5.3,7
-357.22,5,1.28,3
-349.96,2,3.46,5
-340.21,2,2.18,4
-348.73,3,6.54,9
-349.47,3,2.67,5
-342.11,10,0.04,2
-345.59,6,0.85,3
-345.74,6,3.53,6
-348.54,3,0.43,2
-350.76,11,-0.12,2
-341.41,11,8.71,11
-350.05,2,8.24,10
-340.62,11,-0.51,11
-350.08,2,0.6,3
-340.81,11,8.5,10
-351.19,11,2.87,5
-345.53,6,9.98,2
-345.23,7,-0.38,2
-341.84,10,1.3,3
-347.78,4,2.92,5
-354.54,7,6.46,8
-360.08,2,1.79,4
-369.94,2,9.0,11
-363.23,9,11.16,3
-353.92,8,3.85,6
-361.58,10,-0.59,11
-358.76,3,6.15,8
-365.17,7,0.22,2
-371.79,10,9.66,2
-381.42,11,6.07,8
-372.16,10,2.08,4
-382.03,10,2.69,5
-372.49,10,0.43,2
-382.58,9,5.11,7
-375.75,6,1.54,4
-366.2,6,10.64,3
-375.45,7,-0.07,2
-365.82,6,11.29,3
-375.73,6,-0.17,2
-365.9,6,5.21,7
-376.03,6,11.9,4
-367.59,4,11.89,4
-367.41,5,8.45,10
-369.08,3,3.11,5
-358.65,3,3.52,6
-364.36,8,7.64,10
-363.23,9,7.3,9
-354.29,8,10.79,3
-360.51,11,5.4,7
-366.67,5,10.01,2
-375.07,7,3.18,5
-365.66,6,0.12,2
-375.92,6,0.14,2
-367.0,5,9.82,2
-372.19,10,1.47,3
-382.34,10,9.53,2
-373.81,8,10.17,2
-374.71,7,4.85,7
-367.94,4,3.41,5
-364.43,8,11.05,3
-365.02,7,2.81,5
-370.61,11,-0.06,2
-369.79,2,11.56,4
-361.89,10,10.32,2
-355.66,6,9.3,11
-350.22,2,9.57,2
-339.94,2,11.99,4
-346.45,6,9.5,11
-353.1,9,5.23,7
-362.05,10,7.82,10
-354.86,7,10.77,3
-356.43,6,3.5,5
-346.76,5,7.2,9
-356.53,5,-0.71,11
-346.34,6,3.75,6
-353.97,8,3.81,6
-362.79,9,2.73,5
-352.0,10,8.84,11
-353.71,8,10.49,2
-363.49,9,11.01,3
-354.96,7,8.34,10
-355.37,7,-0.38,2
-352.39,10,9.83,2
-357.83,4,10.6,3
-354.88,7,11.07,3
-356.46,6,10.2,2
-346.45,6,9.06,11
-353.92,8,9.81,2
-363.69,8,3.99,6
-357.14,5,6.95,9
-349.73,2,11.24,3
-341.28,11,11.56,4
-350.19,2,12.31,4
-339.68,2,5.3,7
-343.17,9,0.26,2
-336.18,6,2.98,5
-335.63,6,8.71,11
-340.6,11,1.83,4
-350.55,11,9.5,11
-341.05,11,7.42,9
-351.38,11,6.7,9
-346.34,6,0.92,3
-353.54,8,9.2,11
-363.56,8,6.86,9
-356.71,5,4.83,7
-347.96,4,9.39,11
-355.0,7,5.65,8
-354.59,7,5.02,7
-358.91,3,0.5,3
-366.85,5,0.48,2
-373.9,8,9.03,11
-372.9,9,6.3,8
-380.99,11,8.27,10
-374.13,8,2.65,5
-371.06,11,2.95,5
-374.9,7,5.6,8
-366.26,6,10.55,3
-376.32,6,11.11,3
-369.54,2,11.99,4
-361.25,11,6.63,9
-361.58,10,8.26,10
-358.01,4,11.11,3
-356.45,6,5.04,7
-347.41,5,1.02,3
-357.02,5,5.1,7
-347.99,4,12.19,4
-354.54,7,1.33,3
-358.77,3,1.96,4
-364.33,8,8.94,11
-363.45,9,8.98,11
-354.23,8,0.94,3
-361.22,11,4.5,6
-361.88,10,7.13,9
-355.76,6,0.87,3
-348.76,3,11.41,3
-348.42,4,7.0,9
-350.91,11,2.15,4
-342.81,9,11.9,4
-339.01,3,11.89,4
-336.36,6,6.13,8
-334.43,8,12.58,5
-344.19,8,9.39,11
-333.77,8,8.33,10
-340.31,2,7.27,9
-348.48,4,2.37,4
-350.57,11,6.73,9
-340.61,11,9.07,11
-350.55,11,11.64,4
-340.81,11,11.98,4
-351.17,11,13.11,5
-344.8,7,11.14,3
-336.69,5,10.27,2
-331.45,11,3.73,6
-321.18,11,11.37,3
-328.15,4,2.74,5
-336.67,5,11.18,3
-330.96,11,1.56,4
-321.9,10,8.12,10
-332.28,10,7.67,10
-325.51,6,6.05,8
-316.45,6,10.26,2
-324.93,7,6.25,8
-314.93,7,7.25,9
-321.62,10,3.04,5
-329.62,2,0.65,3
-332.07,10,7.79,10
-324.32,8,7.73,10
-316.83,5,-0.37,2
-321.63,10,10.71,3
-332.27,10,6.63,9
-325.85,6,2.95,5
-318.52,3,10.96,3
-310.19,2,5.44,7
-317.61,4,8.28,10
-314.16,8,0.25,2
-314.94,7,8.63,11
-321.71,10,5.04,7
-331.63,10,9.62,2
-321.79,10,-0.32,2
-331.93,10,0.17,2
-323.44,9,10.86,3
-325.71,6,9.18,11
-317.38,5,6.25,8
-316.38,6,4.84,7
-324.11,8,2.66,5
-319.26,3,10.85,3
-310.34,2,6.14,8
-315.76,6,-0.84,11
-325.62,6,3.18,5
-317.53,4,11.36,3
-316.1,6,8.98,11
-325.05,7,11.55,4
-315.12,7,11.22,3
-323.8,8,9.1,11
-321.47,11,5.77,8
-328.96,3,7.81,10
-336.09,6,10.35,2
-335.87,6,3.86,6
-339.28,3,0.05,2
-338.29,4,4.93,7
-329.84,2,7.23,9
-330.22,2,7.78,10
-327.56,4,0.14,2
-335.2,7,4.65,7
-343.21,9,4.46,6
-337.54,4,9.64,2
-327.24,5,9.83,2
-332.55,9,5.02,7
-328.29,4,7.0,9
-338.26,4,7.54,10
-330.7,11,10.97,3
-322.79,9,12.13,4
-329.96,2,3.94,6
-328.89,3,6.16,8
-337.23,5,-0.61,11
-329.25,3,7.38,9
-335.62,6,-0.03,2
-341.31,11,5.19,7
-350.34,2,3.81,6
-340.16,2,8.96,11
-348.01,4,10.68,3
-354.52,7,2.67,5
-359.43,3,5.73,8
-369.39,3,12.62,5
-359.96,2,5.95,8
-369.04,3,10.38,2
-359.13,3,1.3,3
-367.12,5,7.67,10
-371.14,11,9.73,2
-374.62,7,4.32,6
-368.91,3,11.28,3
-358.84,3,0.23,2
-364.98,7,4.49,6
-369.99,2,10.53,3
-362.91,9,0.95,3
-352.39,10,8.86,11
-357.53,4,5.79,8
-351.94,10,12.17,4
-352.91,9,2.62,5
-361.43,11,1.81,4
-360.32,2,5.55,8
-368.72,3,11.48,3
-359.04,3,9.8,2
-366.35,6,10.64,3
-375.91,6,4.26,6
-367.46,5,10.18,2
-369.29,3,1.74,4
-359.22,3,0.46,2
-368.3,4,3.03,5
-362.17,10,2.26,4
-354.39,8,11.37,3
-359.84,2,7.98,10
-369.39,3,9.11,11
-359.72,2,12.07,4
-369.6,2,9.43,11
-359.6,2,8.14,10
-369.11,3,0.47,2
-358.97,3,3.7,6
-366.9,5,-0.35,2
-371.39,11,3.45,5
-378.03,4,0.35,2
-387.2,5,6.89,9
-380.8,11,11.88,4
-374.69,7,6.95,9
-367.34,5,4.83,7
-369.62,2,9.71,2
-360.91,11,5.62,8
-363.85,8,4.46,6
-358.76,3,4.3,6
-365.06,7,9.72,2
-371.73,10,11.16,3
-380.54,11,5.27,7
-376.45,6,7.02,9
-371.02,11,7.05,9
-374.12,8,8.4,10
-371.39,11,1.19,3
-377.32,5,-0.44,2
-380.38,2,6.03,8
-378.37,4,2.16,4
-388.14,4,1.48,3
-378.1,4,0.22,2
-386.57,5,4.78,7
-384.83,7,8.42,10
-395.05,7,2.92,5
-387.55,4,11.4,3
-378.56,3,1.52,4
-388.16,4,4.67,7
-377.78,4,2.44,4
-385.21,7,5.23,7
-394.12,8,6.29,8
-384.0,8,12.62,5
-390.35,2,2.44,4
-396.87,5,8.91,11
-406.0,6,0.28,2
-399.39,3,11.6,4
-395.12,7,6.85,9
-387.93,4,1.83,4
-379.09,3,11.15,3
-387.88,4,-0.21,2
-377.78,4,6.7,9
-385.11,7,4.72,7
-395.07,7,0.52,3
-388.36,4,10.16,2
-378.54,3,10.15,2
-387.37,5,0.29,2
-379.06,3,-0.46,2
-387.57,4,1.21,3
-378.89,3,1.41,3
-389.14,3,8.55,11
-384.7,7,4.08,6
-394.03,8,4.0,6
-384.24,8,0.55,3
-392.46,10,8.91,11
-394.25,8,0.69,3
-384.34,8,5.42,7
-393.39,9,1.41,3
-386.6,5,1.26,3
-384.32,8,6.52,9
-392.71,9,6.56,9
-393.1,9,4.82,7
-389.66,2,11.91,4
-389.86,2,0.49,2
-392.91,9,0.35,2
-390.31,2,0.65,3
-396.79,5,1.3,3
-404.25,8,9.23,11
-412.47,10,0.1,2
-403.3,9,1.34,3
-413.41,9,9.46,11
-403.5,8,11.39,3
-413.85,8,4.32,6
-407.02,5,-0.16,2
-396.88,5,4.41,6
-405.67,6,3.55,6
-401.35,11,11.1,3
-394.84,7,1.1,3
-387.3,5,6.39,8
-379.48,3,7.41,9
-386.13,6,10.44,2
-388.56,3,8.71,11
-380.72,11,2.49,4
-375.45,7,0.87,3
-365.96,6,6.18,8
-376.09,6,10.81,3
-369.08,3,3.25,5
-359.29,3,4.46,6
-368.15,4,4.85,7
-363.17,9,3.34,5
-353.82,8,-0.64,11
-363.74,8,12.14,4
-358.03,4,5.57,8
-356.75,5,7.49,9
-347.35,5,7.98,10
-357.65,4,4.3,6
-352.96,9,10.79,3
-362.58,9,3.41,5
-353.16,9,2.12,4
-363.38,9,1.68,4
-354.63,7,3.9,6
-358.59,3,8.44,10
-362.98,9,0.62,3
-352.62,9,0.03,2
-359.89,2,10.28,2
-369.7,2,5.95,8
-360.97,11,4.63,7
-364.09,8,2.88,5
-361.19,11,10.6,3
-362.26,10,3.36,5
-353.37,9,5.41,7
-363.0,9,1.7,4
-352.7,9,4.41,6
-360.47,2,12.03,4
-368.29,4,11.06,3
-361.62,10,3.79,6
-358.29,4,6.84,9
-359.03,3,7.16,9
-366.94,5,2.59,5
-373.64,8,9.42,11
-376.15,6,6.23,8
-369.28,3,7.83,10
-360.14,2,5.51,8
-369.4,3,2.41,4
-359.22,3,11.92,4
-367.6,4,-0.18,2
-367.33,5,4.75,7
-369.87,2,5.67,8
-361.69,10,11.25,3
-358.04,4,4.15,6
-356.79,5,1.63,4
-346.87,5,-0.44,2
-356.86,5,7.55,10
-347.72,4,6.95,9
-355.59,6,7.88,10
-350.1,2,3.23,5
-340.39,2,6.84,9
-350.07,2,3.42,5
-340.46,2,11.55,4
-350.26,2,2.11,4
-340.72,11,4.68,7
-350.51,11,5.21,7
-340.09,2,0.8,3
-347.02,5,5.25,7
-357.15,5,1.54,4
-348.5,3,2.48,4
-351.11,11,11.57,4
-344.79,7,8.61,11
-337.17,5,10.02,2
-329.03,3,-0.35,2
-336.45,6,3.2,5
-333.87,8,1.91,4
-342.26,10,5.93,8
-344.1,8,3.1,5
-334.22,8,2.39,4
-343.46,9,8.77,11
-335.51,6,4.62,7
-341.71,10,12.46,4
-348.73,3,11.2,3
-348.1,4,4.93,7
-353.71,8,7.83,10
-362.38,10,9.8,2
-353.63,8,11.16,3
-363.63,8,7.55,10
-356.31,6,10.6,3
-346.1,6,9.26,11
-351.52,10,10.92,3
-347.98,4,10.25,2
-354.78,7,1.89,4
-356.69,5,1.7,4
-346.86,5,7.66,10
-356.77,5,9.38,11
-347.31,5,9.89,2
-357.8,4,0.86,3
-354.54,7,8.47,10
-359.15,3,11.85,4
-368.15,4,0.62,3
-362.77,9,10.71,3
-352.18,10,9.86,2
-354.67,7,5.7,8
-357.01,5,1.3,3
-348.26,4,7.92,10
-353.36,9,10.2,2
-363.42,9,7.48,9
-354.78,7,8.95,11
-356.45,6,9.05,11
-346.57,5,1.31,3
-354.92,7,0.38,2
-355.39,7,3.69,6
-351.2,11,6.2,8
-345.36,7,11.27,3
-343.07,9,8.97,11
-337.86,4,11.57,4
-328.98,3,7.59,10
-336.15,6,6.22,8
-335.52,6,-0.14,2
-342.19,10,12.11,4
-345.74,6,10.01,2
-346.28,6,2.05,4
-353.76,8,7.75,10
-363.16,9,6.54,9
-353.87,8,11.65,4
-363.37,9,-0.02,2
-354.05,8,0.1,2
-362.2,10,8.34,10
-354.15,8,0.78,3
-362.33,10,7.68,10
-352.9,9,12.01,4
-361.83,10,11.35,3
-356.62,5,0.41,2
-347.27,5,0.18,2
-356.78,5,11.66,4
-346.82,5,7.29,9
-356.63,5,11.53,4
-346.36,6,11.19,3
-353.92,8,-0.72,11
-362.54,9,5.63,8
-353.75,8,11.64,4
-363.62,8,3.33,5
-355.74,6,7.73,10
-348.69,3,3.24,5
-349.24,3,9.04,11
-344.0,8,3.36,5
-332.96,9,3.65,6
-332.13,10,0.03,2
-324.75,7,6.09,8
-316.53,5,7.43,9
-323.43,9,3.17,5
-324.55,7,1.73,4
-316.16,6,5.09,7
-324.51,7,2.26,4
-316.44,6,7.25,9
-324.76,7,5.49,7
-315.29,7,4.22,6
-323.83,8,8.83,11
-321.15,11,7.28,9
-327.79,4,10.62,3
-336.27,6,11.27,3
-335.47,7,4.68,7
-341.51,10,7.64,10
-348.8,3,6.46,8
-348.29,4,9.43,11
-351.96,10,4.36,6
-352.54,9,4.85,7
-358.46,4,6.22,8
-361.76,10,6.3,8
-357.93,4,2.9,5
-355.48,7,12.01,4
-350.93,11,9.87,2
-342.94,9,0.95,3
-338.25,4,8.71,11
-329.69,2,8.56,11
-332.75,9,1.03,3
-329.58,2,8.46,10
-332.41,10,5.57,8
-326.31,6,9.07,11
-322.69,9,5.86,8
-330.39,2,6.92,9
-325.5,6,10.23,2
-316.18,6,6.1,8
-324.94,7,8.18,10
-315.06,7,7.7,10
-323.74,8,0.39,2
-322.48,10,7.09,9
-331.01,11,7.05,9
-321.82,10,2.91,5
-331.58,10,0.47,2
-321.78,10,12.27,4
-331.05,11,2.58,5
-321.54,10,8.3,10
-330.86,11,-0.92,11
-323.18,9,9.82,2
-327.99,4,0.58,3
-337.7,4,11.55,4
-328.13,4,5.09,7
-338.44,4,10.67,3
-330.84,11,3.05,5
-322.9,9,7.64,10
-329.14,3,7.25,9
-335.15,7,11.46,3
-344.31,8,9.82,2
-335.3,7,3.89,6
-343.02,9,6.05,8
-337.63,4,11.78,4
-327.62,4,3.44,5
-334.67,7,1.09,3
-344.19,8,3.93,6
-334.27,8,6.84,9
-343.87,8,1.46,3
-333.12,9,0.12,2
-334.81,7,9.25,11
-344.43,8,4.63,7
-336.06,6,1.4,3
-337.35,5,9.35,11
-326.63,5,9.63,2
-326.28,6,7.64,10
-322.3,10,1.5,3
-332.25,10,4.11,6
-325.84,6,5.08,7
-317.97,4,0.99,3
-312.7,9,6.0,8
-303.78,8,-0.02,2
-311.93,10,10.5,3
-304.06,8,5.53,8
-309.82,2,4.69,7
-319.6,2,11.61,4
-312.45,10,1.27,3
-302.94,9,6.02,8
-312.42,10,2.4,4
-302.54,9,0.17,2
-310.29,2,0.95,3
-317.8,4,9.58,2
-313.08,9,1.62,4
-304.66,7,2.19,4
-304.75,7,6.59,9
-304.4,8,1.05,3
-308.14,4,11.07,3
-310.65,11,1.82,4
-315.17,7,6.01,8
-323.81,8,3.53,6
-321.56,10,1.23,3
-331.02,11,9.56,2
-322.65,9,6.66,9
-331.13,11,3.88,6
-321.94,10,0.29,2
-331.03,11,4.01,6
-321.56,10,4.99,7
-330.53,11,7.83,10
-324.36,8,2.27,4
-317.5,4,9.94,2
-316.23,6,4.03,6
-324.08,8,1.46,3
-319.26,3,5.66,8
-309.56,2,9.18,11
-318.84,3,9.55,2
-308.67,3,4.18,6
-316.22,6,1.13,3
-324.87,7,2.14,4
-315.15,7,2.9,5
-323.37,9,4.36,6
-325.62,6,2.95,5
-316.32,6,8.68,11
-324.67,7,4.07,6
-316.13,6,11.97,4
-325.28,7,8.25,10
-315.37,7,10.65,3
-324.5,8,5.69,8
-316.94,5,1.14,3
-320.78,11,10.1,2
-323.93,8,4.02,6
-320.4,2,9.89,2
-319.96,2,9.0,11
-314.45,8,8.84,11
-317.35,5,7.86,10
-317.0,5,3.81,6
-320.12,2,7.22,9
-316.1,6,6.42,8
-325.22,7,5.79,8
-315.82,6,2.36,4
-325.99,6,8.73,11
-318.9,3,3.18,5
-308.17,4,1.12,3
-311.88,10,6.05,8
-305.18,7,5.2,7
-300.81,11,10.04,2
-293.53,8,1.09,3
-282.7,9,1.69,4
-282.22,10,1.01,3
-276.56,5,9.54,2
-277.59,4,7.24,9
-287.07,5,10.04,2
-278.55,3,6.07,8
-288.18,4,3.35,5
-280.61,11,6.6,9
-272.82,9,3.41,5
-277.04,5,2.54,5
-282.07,10,-0.02,2
-275.26,7,7.71,10
-265.98,6,2.53,5
-274.97,7,12.15,4
-265.47,7,11.48,3
-275.32,7,8.72,11
-265.75,6,7.81,10
-275.63,6,11.24,3
-268.42,4,9.97,2
-259.34,3,3.76,6
-270.25,2,3.14,5
-270.17,2,11.54,4
-269.93,2,8.52,11
-267.92,4,2.15,4
-260.66,11,6.79,9
-261.42,11,8.06,10
-255.41,7,7.61,10
-247.29,5,8.63,11
-254.5,7,6.17,8
-254.52,7,4.16,6
-252.83,9,9.57,2
-263.66,8,8.74,11
-261.74,10,10.54,3
-252.63,9,6.88,9
-262.74,9,8.3,10
-253.69,8,11.61,4
-260.4,2,2.64,5
-263.26,9,1.36,3
-257.68,4,11.38,3
-259.05,3,11.01,3
-268.6,3,6.21,8
-258.59,3,1.49,3
-266.66,5,9.37,11
-269.86,2,8.86,11
-266.37,6,0.14,2
-272.66,9,6.06,8
-278.67,3,-0.2,2
-286.65,5,11.39,3
-279.9,2,3.49,5
-277.58,4,2.99,5
-286.07,6,2.52,5
-284.21,8,5.9,8
-293.63,8,0.15,2
-283.79,8,10.84,3
-293.28,9,0.51,3
-284.48,8,12.36,4
-294.84,7,0.61,3
-289.96,2,4.26,6
-297.36,5,-0.6,11
-305.96,6,9.27,11
-297.14,5,4.38,6
-307.54,4,-0.18,2
-304.86,7,9.38,11
-303.82,8,5.47,7
-311.35,11,11.6,4
-308.61,3,8.77,11
-314.69,7,10.5,3
-318.97,3,6.87,9
-308.51,3,7.52,10
-314.58,7,9.5,2
-319.14,3,4.32,6
-309.0,3,4.61,7
-318.68,3,11.86,4
-309.26,3,11.62,4
-319.22,3,11.43,3
-309.21,3,-0.56,11
-318.49,4,2.15,4
-309.77,2,5.96,8
-319.1,3,0.07,2
-309.4,3,9.69,2
-319.32,3,5.34,7
-310.62,11,7.33,9
-314.17,8,0.0,2
-313.9,8,4.0,6
-311.37,11,12.0,4
-307.88,4,-0.85,11
-307.95,4,5.98,8
-309.58,2,12.91,5
-319.51,2,6.72,9
-310.58,11,5.38,7
-315.13,7,4.5,6
-322.97,9,6.31,8
-329.2,3,10.36,2
-335.09,7,9.47,11
-343.46,9,4.43,6
-335.42,7,1.87,4
-341.68,10,5.32,7
-348.65,3,2.12,4
-349.04,3,8.06,10
-345.72,6,1.86,4
-347.13,5,12.22,4
-357.28,5,8.12,10
-349.46,3,2.88,5
-341.58,10,-0.45,2
-349.21,3,6.95,9
-345.89,6,9.79,2
-348.0,4,2.24,4
-354.75,7,7.69,10
-357.98,4,0.03,2
-356.64,5,5.69,8
-346.64,5,0.49,2
-355.68,6,6.48,8
-348.93,3,3.21,5
-346.37,6,2.83,5
-353.27,9,9.61,2
-363.32,9,8.07,10
-354.75,7,12.19,4
-357.13,5,1.63,4
-348.46,4,3.22,5
-351.34,11,10.52,3
-346.19,6,2.58,5
-351.44,11,10.97,3
-346.82,5,5.11,7
-356.31,6,10.29,2
-347.54,4,2.78,5
-356.49,6,8.55,11
-345.74,6,10.69,3
-347.86,4,7.84,10
-355.73,6,5.87,8
-349.21,3,10.74,3
-343.58,8,7.76,10
-334.72,7,4.98,7
-344.86,7,3.74,6
-338.36,4,0.28,2
-330.61,11,6.05,8
-323.6,8,7.52,10
-323.38,9,11.6,4
-324.85,7,0.99,3
-314.71,7,1.83,4
-320.98,11,11.57,4
-326.23,6,3.31,5
-321.93,10,3.45,5
-332.58,9,6.42,8
-329.0,3,-0.38,2
-336.19,6,6.66,9
-336.16,6,4.41,6
-335.44,7,0.15,2
-341.54,10,10.93,3
-349.19,3,4.1,6
-345.73,6,2.78,5
-347.16,5,4.19,6
-357.38,5,4.37,6
-350.32,2,1.15,3
-339.96,2,10.77,3
-345.99,6,8.81,11
-350.29,2,10.87,3
-340.48,2,2.71,5
-349.88,2,-0.24,2
-340.99,11,12.0,4
-351.15,11,4.28,6
-344.68,7,5.79,8
-337.59,4,0.09,2
-327.88,4,7.12,9
-336.95,5,10.41,2
-329.67,2,1.42,3
-332.24,10,11.22,3
-325.85,6,3.38,5
-318.96,3,5.37,7
-309.62,2,5.25,7
-319.11,3,1.24,3
-309.12,3,2.31,4
-319.37,3,7.23,9
-311.29,11,8.9,11
-309.34,3,8.99,11
-318.38,4,9.96,2
-309.56,2,6.75,9
-319.53,2,10.27,2
-311.9,10,7.21,9
-303.9,8,9.66,2
-312.08,10,-0.39,2
-303.68,8,7.17,9
-312.78,9,9.28,11
-302.8,9,6.5,9
-311.87,10,10.54,3
-304.86,7,3.52,6
-303.09,9,5.85,8
-312.55,9,4.68,7
-302.71,9,9.38,11
-312.0,10,7.62,10
-304.3,8,8.93,11
-308.9,3,8.98,11
-317.53,4,4.76,7
-315.24,7,2.75,5
-324.33,8,5.52,8
-316.82,5,9.65,2
-321.94,10,9.94,2
-331.27,11,8.0,10
-321.47,11,4.85,7
-330.04,2,11.19,3
-329.51,2,7.86,10
-332.82,9,11.35,3
-330.11,2,12.57,5
-327.32,5,3.8,6
-332.38,10,0.84,3
-325.66,6,8.93,11
-316.06,6,9.03,11
-326.6,5,12.05,4
-325.32,7,8.62,11
-315.4,7,5.64,8
-324.25,8,7.75,10
-318.46,4,8.2,10
-308.53,3,4.59,7
-315.43,7,3.12,5
-325.38,7,5.74,8
-316.52,5,7.89,10
-322.79,9,1.88,4
-330.03,2,8.63,11
-328.57,3,5.1,7
-338.56,3,11.51,4
-331.76,10,6.03,8
-321.77,10,7.13,9
-331.44,11,3.35,5
-321.31,11,8.92,11
-328.57,3,8.05,10
-338.29,4,9.47,11
-329.79,2,8.92,11
-330.06,2,6.45,8
-328.24,4,8.69,11
-338.77,3,5.6,8
-334.14,8,5.57,8
-343.61,8,1.36,3
-333.82,8,3.11,5
-342.71,9,7.4,9
-339.91,2,7.31,9
-346.29,6,1.94,4
-352.54,9,3.07,5
-358.91,3,5.22,7
-365.77,6,0.9,3
-375.3,7,5.38,7
-365.47,7,-0.04,2
-373.74,8,3.54,6
-374.87,7,4.56,7
-365.79,6,5.13,7
-375.02,7,10.74,3
-365.69,6,11.17,3
-375.48,7,7.81,10
-365.33,7,9.49,11
-373.36,9,8.92,11
-377.55,4,5.87,8
-382.94,9,5.99,8
-379.81,2,9.6,2
-383.04,9,9.85,2
-381.07,11,11.3,3
-373.18,9,3.64,6
-379.11,3,10.61,3
-387.02,5,10.89,3
-381.74,10,10.34,2
-371.86,10,5.54,8
-381.64,10,7.09,9
-372.12,10,9.29,11
-381.91,10,11.09,3
-371.83,10,9.38,11
-379.77,2,-0.09,2
-382.98,9,5.38,7
-380.13,2,9.03,11
-379.8,2,11.41,3
-383.0,9,7.81,10
-380.88,11,10.17,2
-374.29,8,8.46,10
-369.88,2,8.8,11
-362.05,10,2.41,4
-356.3,6,6.78,9
-347.24,5,6.74,9
-357.42,5,0.86,3
-351.07,11,8.57,11
-344.08,8,9.86,2
-333.53,8,0.22,2
-337.69,4,6.23,8
-327.48,5,0.14,2
-334.11,8,2.68,5
-342.9,9,1.25,3
-338.75,3,7.61,10
-333.35,9,1.37,3
-336.05,6,12.11,4
-336.71,5,11.02,3
-331.32,11,8.58,11
-321.37,11,3.56,6
-329.79,2,8.11,10
-329.96,2,2.17,4
-328.91,3,6.66,9
-336.91,5,-0.74,11
-330.38,2,10.66,3
-326.22,6,3.28,5
-321.67,10,6.93,9
-331.81,10,4.03,6
-321.55,10,5.51,8
-330.48,2,0.31,2
-325.23,7,11.44,3
-314.95,7,10.95,3
-321.64,10,7.49,9
-330.99,11,10.24,2
-321.48,11,7.63,10
-329.88,2,3.57,6
-330.16,2,11.69,4
-327.7,4,8.21,10
-336.29,6,7.39,9
-334.73,7,7.4,9
-345.23,7,5.48,7
-341.49,11,5.85,8
-350.12,2,0.45,2
-340.4,2,0.22,2
-348.92,3,3.01,5
-346.63,5,5.21,7
-355.34,7,11.57,4
-352.81,9,5.83,8
-361.41,11,2.73,5
-360.28,2,5.98,8
-369.0,3,2.76,5
-359.11,3,0.83,3
-367.61,4,4.51,7
-367.31,5,11.44,3
-369.3,3,5.5,8
-359.99,2,12.85,5
-369.1,3,2.2,4
-358.26,4,-0.28,2
-359.21,3,2.2,4
-368.24,4,1.21,3
-361.83,10,3.43,5
-356.41,6,6.98,9
-346.11,6,7.65,10
-351.21,11,5.4,7
-344.56,7,8.38,10
-335.64,6,2.1,4
-341.13,11,7.38,9
-350.67,11,9.01,11
-340.99,11,12.32,4
-350.9,11,7.56,10
-342.4,10,0.57,3
-343.2,9,5.55,8
-335.69,6,11.92,4
-340.59,11,11.7,4
-350.32,2,4.6,7
-340.63,11,1.11,3
-349.74,2,7.16,9
-341.07,11,0.41,2
-350.69,11,2.57,5
-341.1,11,3.64,6
-351.26,11,11.88,4
-346.96,5,4.18,6
-356.9,5,1.22,3
-347.25,5,1.33,3
-356.97,5,9.85,2
-347.45,5,8.34,10
-357.14,5,2.0,4
-349.39,3,6.15,8
-343.15,9,9.12,11
-336.42,6,5.17,7
-333.67,8,7.29,9
-339.68,2,1.25,3
-344.14,8,5.89,8
-333.99,8,0.01,2
-341.37,11,-0.45,2
-350.08,2,2.98,5
-340.74,11,0.22,2
-350.69,11,12.26,4
-342.27,10,3.36,5
-342.61,9,4.87,7
-340.51,11,11.89,4
-351.01,11,8.33,10
-343.65,8,1.22,3
-333.93,8,1.72,4
-342.67,9,9.29,11
-339.61,2,7.07,9
-342.48,10,-0.22,2
-341.96,10,1.73,4
-346.71,5,11.3,3
-356.03,6,11.58,4
-347.14,5,-0.23,2
-356.56,5,1.62,4
-346.79,5,8.65,11
-356.53,5,3.83,6
-345.88,6,4.29,6
-349.07,3,8.31,10
-345.29,7,6.27,8
-342.12,10,0.48,2
-345.93,6,5.9,8
-349.96,2,9.15,11
-339.6,2,2.85,5
-342.49,10,2.53,5
-342.1,10,11.4,3
-345.82,6,0.62,3
-348.82,3,0.0,2
-348.2,4,6.8,9
-353.15,9,9.97,2
-362.94,9,2.78,5
-353.02,9,13.14,5
-361.4,11,10.32,2
-359.1,3,2.47,4
-366.94,5,8.37,10
-372.34,10,6.51,9
-381.95,10,11.4,3
-371.73,10,9.63,2
-379.89,2,3.88,6
-381.65,10,9.54,2
-371.78,10,3.48,5
-381.02,11,0.26,2
-372.8,9,8.27,10
-382.21,10,9.82,2
-373.21,9,3.57,6
-378.34,4,5.85,8
-386.53,5,2.59,5
-385.56,6,6.97,9
-393.49,9,7.42,9
-386.4,6,2.21,4
-387.16,5,11.48,3
